tx,minute,value,account,side,type,token
0584afeba0f404641eea3d1a1c73ded3cdda4906552a5914d5243aa85f2d8dac,03/07/20 10:52,0.24,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
78378dcfc6e9a4b372f32f260020234268ea263cd420d634a56e05d3e4815bbd,03/07/20 14:22,4.92,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
ff4048311f95475f8e3863bfc0735d0eee203eba45f263ecfcbd3b96f384e674,03/07/20 14:51,3.91,11111254369792b2ca5d084ab5eea397ca8fa48b,sell,put,ocDAI
e52ceddb92ba138b2ce23303a13a6848f474dd1516be3dd8b15e823b50b35c9d,03/07/20 15:23,35.59,99ac38d6d46cbd7e76a51b6d378179d2c2837a72,buy,put,ocDAI
b9beb6105a25863eb26fc4dc882fb06406c1ece1df195eed8f5403df9275992b,03/07/20 15:31,24.41,9d443777e79fd3945810fbce150e17527a328052,buy,put,ocDAI
4d6052b4ae832fff40145566cce200c539bbeda85e6df805a59831ec277b126a,03/07/20 15:50,26.00,11111254369792b2ca5d084ab5eea397ca8fa48b,buy,put,ocUSDC
eb0fd32792ce3c4ecfd1b14b9c4d49f8e241b33ef625f9841be5202b860ad21e,03/07/20 18:29,386.73,0006e4548aed4502ec8c844567840ce6ef1013f5,buy,put,ocDAI
3b45787fb110ffe55503b52246ca494c3e5577af89e3f97ecf6e80c23646d74e,03/07/20 18:33,3.15,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
51eea2e41d190a26d1c633f7687116752198d2258158212f7573f581c6c4c45c,03/08/20 6:20,103.99,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
532104e8fa9cdd9711311a9d15dce425b54f35a789a16b4b647c9a5abcf8ad38,03/08/20 6:45,19.68,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
8640f1be175f03baba9036017e49ab1ee68e2d6b79e6cf0eae2ecefa55926e48,03/08/20 10:47,206.70,4161574d054c35c17023e3b87210ea6da129de9f,sell,put,ocDAI
33a4ea006aad6e55bfbd60ebcfa99290e01916d97cc53aae42ffddf12758c224,03/08/20 13:31,400.00,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,ocDAI
5e03f599996c2f5d28b2a80c0b3d89bd9e0a871ed25d45af2d947c4a1e7ee591,03/08/20 14:17,19.68,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
76c717b5a245a9e279080c63d047c5c721a41fe6e0e722df5854c33bf4ea1308,03/08/20 14:23,10.17,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
2331b1fc0d1912cc028b60a3c9ae4116a0d7b7a82a2b575810e519a86b48ee8c,03/08/20 16:40,37219.27,1bcfe4f499db23909a5ddc33d6e2d879531176ec,sell,put,oCRV
0f759453b085ddf441a99512b9c598a2a61d36ed92a6a49b7a469ae8bccbb71f,03/08/20 16:40,38.81,91ac88dc0a58e3da525292bde24f452ca98188e6,buy,put,oCRV
b29702f07e8bc8e84e848f3ea0e758c5a65a3ccef3f19e50af126a4e15d5a14b,03/08/20 16:40,38.81,91ac88dc0a58e3da525292bde24f452ca98188e6,sell,put,oCRV
68d4d828f74e005afa27b138be4f1dbf037234bdfa36532e94f10678df4d19e0,03/08/20 17:29,8.03,263fc4d9eb6da1ed296ea6d189b41e546a188d8a,buy,put,oCRV
3aba8296e2935fc5fb4101701c6ef9f85806dd452d90abf4d9d2acac94788878,03/08/20 17:54,7085.11,4a62550c1cbba43f5a7e751a7647eded3b4cb94d,buy,put,oCRV
3cbf89055c29e5bb7bd108a1ec79a49517a7a8757fbe8fbce0808253a912d02a,03/08/20 18:07,164.60,97dec872013f6b5fb443861090ad931542878126,buy,put,ocDAI
ea5a5baca3a5f82117854808f4fbe229e187fa336b389debbaafca28d1904c95,03/08/20 18:12,35.40,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,ocDAI
315090ef82bdeef767a3204222d1db13c091b63ebbcf58d16665cfb11d7ad96e,03/08/20 19:28,0.98,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
280e9ca8670dfc09d90c6fdbb95074bf3dd62c2204db6744a241f314af508859,03/08/20 20:04,0.06,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
97f3042775bccbd9e98bc20ee254dc0a3428691a61fce678ef4164cb39eeeee3,03/08/20 21:45,10.00,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,oCRV
facc0992e775d2eb9c0bba793a3574b72e4cef6944e71e3f00d97c73e834fb59,03/08/20 23:37,328.40,4161574d054c35c17023e3b87210ea6da129de9f,sell,put,ocDAI
17e30021c2740e3fef8661dab3f472519e8832bf0b052a7e653ec6a6f394b315,03/09/20 0:06,500.00,1bcfe4f499db23909a5ddc33d6e2d879531176ec,sell,put,oCRV
c86f2a1377a4ede73435835e6a63635f121c7c56af531d547a88820288d8d575,03/09/20 2:18,390.05,97dec872013f6b5fb443861090ad931542878126,buy,put,ocDAI
ae5c1549d46f0ba90dbab2bf3e9860b8a13482b098b1f1c7b1a4a18fce7b9898,03/09/20 6:32,62.40,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocUSDC
c9679e731a4cd5d8b938351a5f720815a6b5ba714abc862227c40a5c8369d044,03/09/20 10:26,150.00,9bbe56603d98cb53c787caec314257a8197479de,buy,put,oCRV
4dd38dc80fa853fc3b75f79cf6aebcfb48a62aebce996a946fc9cd58f1e54a22,03/09/20 10:54,362.15,11111254369792b2ca5d084ab5eea397ca8fa48b,buy,put,ocDAI
b8e8de1086c52774842482d19e340d6b42172bd711b11f58257654fc5b46e429,03/09/20 12:14,28.00,263fc4d9eb6da1ed296ea6d189b41e546a188d8a,sell,put,oCRV
a74029d46a1b950a4032e599ffb52f5f0adeebc8f357605fbf5204b315bb152f,03/09/20 12:42,69.10,4161574d054c35c17023e3b87210ea6da129de9f,sell,put,ocDAI
56e04cd16022c3263e48bc5d43a33723d29cb81748ac8c7abb82facb7537f619,03/09/20 15:25,50.00,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,oCRV
fcdfde23e97e68d7a7f7b845479d57ec65b77cfb0fff893843ef7a7fad34adea,03/09/20 18:26,60.14,240ddb16c5e4257505b0b6a7820314e483cd1715,sell,put,oCRV
ea0c667a33851e6fb858b9b8822240398749b4e1940735ece20135fb4a670000,03/09/20 18:32,24.00,240ddb16c5e4257505b0b6a7820314e483cd1715,sell,put,oCRV
1a6e64e81d30ddae5d9dd4a7cbac1735e02540e60b5b93c348dc6405897334e7,03/09/20 19:01,0.07,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,oCRV
f855596346d5a5d7bf4032885b3947ec3d5a017e4996ab146407dc988e69b7f3,03/09/20 19:03,87.93,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,oCRV
93e8283763f920ca13a3138d87f728f8d445ee09d26b529dc178a264a6c57b96,03/09/20 19:08,61.89,240ddb16c5e4257505b0b6a7820314e483cd1715,sell,put,oCRV
9d45110dfe9526487bc13183c73bb1c9023477237051dad55622ca23cc6a017a,03/09/20 21:58,7.16,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,ocDAI
0920893da9aa61c1014bab52a0ef899b1eb5298eecd0a942d7d94a16a7b09644,03/09/20 23:14,2.11,78353498a7c2741d52de5ef45e58bd17148a6297,sell,put,ocDAI
422a94b0a4ce0899fe5bbb53ecdf9a1f7a25c54ff2c1a81e643c3480d63e8f86,03/09/20 23:37,73.27,4161574d054c35c17023e3b87210ea6da129de9f,sell,put,ocDAI
96562fc1bd43a436f92d20c549a26427f129fdbeea03fd75854abe106b73d436,03/09/20 23:39,149.33,4161574d054c35c17023e3b87210ea6da129de9f,sell,put,ocDAI
4e47246529a3617ae81c828e8b0da9845f5a7fe6f492aa1861e13cb342327a92,03/10/20 0:29,4.33,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
45b18310cd6cb04a3ef0fa7078050cb3955c4099a14e58e0c37cfd487ed97c50,03/10/20 0:39,100.00,9bbe56603d98cb53c787caec314257a8197479de,buy,put,oCRV
6d1c440617d42bf4c9247d191d29a663c2238b4143402d122c9a1527efe05ba7,03/10/20 3:19,156.85,fc7f623bc12dbeb984a9d618e9b07693ff35283f,sell,put,oCRV
4fcb95573e7dcff48a24920eac1881006b7b04667cb5bc110fa348dfbcd0a294,03/10/20 3:39,70.00,9bbe56603d98cb53c787caec314257a8197479de,buy,put,oCRV
085d70c2b5b7ab346484c9fde44192963422aeed5f65bbfd18c6393f48e6348c,03/10/20 5:52,27.78,11111254369792b2ca5d084ab5eea397ca8fa48b,buy,put,ocUSDC
b3c618009384649d8461913bd2119ad58111cbec434c23b4cb33a65ff7b13e7c,03/10/20 11:02,10.00,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,oCRV
057d59d6a6284b4fe409de2eeb4007b13e4bf657134f80fd56d01c8e1c54abcc,03/10/20 14:42,86.82,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
f2f89ee54a97264540b36d9267648b4d841a84b39364462ff3162006eb317080,03/10/20 18:23,2.69,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
1702eda0d750bb114bfb2e62d6476ca3b611a17401aaac2a973d269dbb021983,03/11/20 1:23,9.84,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
bfeb69de8af149500bfc419ca536d6ab6ee2b1806de0b7c7bb58c5bac886ffa2,03/11/20 5:40,30.87,3839acf1ee7699d1f46b1be840d8ad8317fdf757,sell,put,ocDAI
4216a06632779d1c1c045b61c51cee2a3727d41c235633e69a6c471a91925372,03/11/20 6:14,221.91,91f7fdd0cd1a8960f52dd739f40339830fbba0c9,buy,put,ocUSDC
6ab4cbaa50d40e4b1743ef7aa290ed49617f6fc7a3a6d3d587321dc5bf150225,03/11/20 9:30,1022.87,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
66b7c9b2a0490158b020a6c5c16a3dc422ef03c90761e3129cca7b9127332fca,03/11/20 15:46,30.00,bd342f1a87c6e3ac89571139ac621694f07c2c96,sell,put,oCRV
5dde69bb71c84ffdb7ec05e30dc6ce8452751912aebbdb3319f45fdede1b1a94,03/11/20 15:49,66.52,bd342f1a87c6e3ac89571139ac621694f07c2c96,buy,put,ocDAI
35ff44a6960309bf5abac95e00de795e5d731c489501fba62de6b77110e43fb6,03/11/20 15:54,10.00,bd342f1a87c6e3ac89571139ac621694f07c2c96,sell,put,oCRV
399438eeccf704bead8ca7d2806f353e2bf1cfbbda245223196fcb0159b88fcb,03/11/20 16:58,52.88,bd342f1a87c6e3ac89571139ac621694f07c2c96,sell,put,ocDAI
399438eeccf704bead8ca7d2806f353e2bf1cfbbda245223196fcb0159b88fcb,03/11/20 16:58,21.25,a6923533a6362008e9b536271c2bdc0ff1467d3c,sell,put,oCRV
63f5bf294428dd084125a92d84be8028f848a628b879a19a45df95a470b666b4,03/11/20 17:55,100.00,4e60be84870fe6ae350b563a121042396abe1eaf,buy,put,ocDAI
7cc1a14d77db202e233df40232dc53676c2b261e9f11273315d3ae18df7b57bc,03/11/20 18:26,10.00,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,oCRV
bbca35f5dc228e3abed08cf77df20f900d25da3b5d6bf6d7f9a795c8028c3b6f,03/11/20 19:48,28.92,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocUSDC
19ca1835d6c2ebd2472d1685f8a90a9819e0c77f49a93d926cd2450804756b8a,03/11/20 20:46,634.92,da28ca49a432f74517d23ecd2821270ba49418b8,buy,put,ocDAI
6a1e4d8c61a1add206e8a7a80d140d2b4875047ec9d479dadcd96be66dc563d6,03/11/20 20:49,1151.05,da28ca49a432f74517d23ecd2821270ba49418b8,buy,put,ocUSDC
20881d62025e624c7231c10562063d8b6befc973fb33fdba976125c4d071e238,03/11/20 21:17,20.00,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,oCRV
88ed3b00628fc1429b7c2e53fe5226362667cfbec7c156d4596adf7e02a38bfc,03/11/20 21:25,871.42,da28ca49a432f74517d23ecd2821270ba49418b8,buy,put,ocUSDC
13707853da15719cb47c8f8515b433f5b3477d6dd9dc6d1fc8abad7fd9b3d6ee,03/11/20 21:27,323.01,da28ca49a432f74517d23ecd2821270ba49418b8,buy,put,ocDAI
1cb2ee10b365d61c3d6c7e2565b2673049e50b024b8c2349619ae45f1f918392,03/12/20 0:07,60.00,9bbe56603d98cb53c787caec314257a8197479de,buy,put,oCRV
dc8a855d1162daadc93422b4ed9fb301a6691fc43ab79c6c00637e55c51af9a9,03/12/20 1:49,20.80,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocUSDC
c19c5353d886461d95ab0e04218c6b2554793755a1dff24960592fa2e68df55c,03/12/20 2:27,3.14,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocUSDC
1c7f74f00f2854236eeaa56741d2305fb413b67404c0e8610695f117ea7e00c6,03/12/20 2:34,259.79,2e642b8d59b45a1d8c5aef716a84ff44ea665914,buy,put,ocDAI
02241afb25f914c012692277ffa4492b4343e754a3073cfb32586b0131a2bfaa,03/12/20 2:41,9.88,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
3eea763ebf3567887f20e3d4c4a2136b955bc0d4078a8782095c787a38cf1911,03/12/20 4:13,224.07,4e60be84870fe6ae350b563a121042396abe1eaf,buy,put,ocDAI
e560231670472c8a1522386b5b54e06e71946aa5bce511fbbe18fa965feaade1,03/12/20 4:17,376.96,12af5be25d0ba32b9fd287a2ef1563f6fcd86a2d,buy,put,ocDAI
f113d2c17f6e9edde2bb09ad718dfb583633fd689470f1444e3a7329dcd64d93,03/12/20 6:53,184.78,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocUSDC
85ada53075d2b24d16ff2835c725980c0dee49d86b6682ca21d91ed8cc14a828,03/12/20 10:54,3358.96,4e60be84870fe6ae350b563a121042396abe1eaf,buy,put,ocUSDC
1471efdc59a3238b6187b7cce1b6f463ca65aaad815a3264dccd9c22d6a35cd3,03/12/20 12:19,604.83,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocDAI
f8e82b2cdbd36cdcee2c4aa6dd1d301472e1908cd12a2178a1a92260a29cb333,03/12/20 13:02,79.50,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
3e1d6fa6b2793ce754424093216065e185b05b4010a4be91aa893a37bddcdac8,03/12/20 15:50,854.63,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
8bec8eb203268cf262b1ed5f8726f3cf9ade0fd1ad7801412bef1f49ad167750,03/12/20 18:31,21.35,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,ocDAI
77abe3bd8946584079d4d4c7b34e27308d4918dbe3087ef3053eb6cb3049d2e5,03/12/20 20:34,636.31,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
755ee4e9edea1a07486c92afaeaf668b5346ebe9132d1e91d80faffc12a6e098,03/12/20 20:35,632.31,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
f468c834f120b79e6c4d92b1652e12db0c0406a48274aee425e358c53e0d641d,03/12/20 20:36,665.81,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
6450d8e3da265cb8741c9688ae5394917ff2b8b835ca4d8d822797f4d84dabd0,03/12/20 22:50,2529.11,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
b4af227200ab4b1483234b306befe28c2856b1daa57b384281be43bde42dc2c2,03/12/20 22:50,89.61,da56a88175d4c8707c51df845f838cf3fe070870,buy,put,ocDAI
e95306de165b2482f987f3ea3c27e9593bdd68cb5bcf89f730888b2e0e5de5f7,03/12/20 22:50,71.24,da56a88175d4c8707c51df845f838cf3fe070870,sell,put,ocDAI
738d968355044491af4c423cdfe7484b73af732e5087cf068aa83baa3c0809dc,03/12/20 23:12,1712.50,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,ocDAI
ed9b96295acaa20c6abe599387ce138396ef2394d4409bd9b6d6adb3ad253b06,03/12/20 23:29,1492.88,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocDAI
2e3a8186afaeb5af845a79fb11a6f72e362bc1d501a9aaadcc14532bb38967ba,03/12/20 23:36,874.37,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocDAI
950aaf7f9263785f8a2e0a7004eb45609b545f2505721c16d5e5f569a0ea0005,03/12/20 23:42,1810.38,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocDAI
54c1e09ea0322a176c9d001dfa2d86a3ddbcaa511efb89043403666eb4a46459,03/12/20 23:50,1291.08,fe32a37f15ee4a4b59715530e5817d1322b9df80,sell,put,ocDAI
f0118bad19da992a9b6c58b1c27c7093485c336c00137219f4299b56fdc3ae39,03/13/20 1:15,16.96,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
0fbf484b20df82bc62cc7515a03f3af2505b75a0450e19d46a665f81e46194c6,03/13/20 2:15,78.58,4e60be84870fe6ae350b563a121042396abe1eaf,buy,put,ocDAI
fc8ac51e1417f265a4e9cca7a7917f90a91abfc79979015c3c1c02dc78dbd94b,03/13/20 2:17,845.16,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocDAI
43bea1bfc73b9481f90ac0d635490f69114c8a3e7be4c906920fb328005e9314,03/13/20 2:27,1195.11,fe32a37f15ee4a4b59715530e5817d1322b9df80,buy,put,ocDAI
698b8cb94bc8de4e15ad69e53d3f0f14b24177afd40bf58020f38ad65a3cf4f3,03/13/20 2:33,1622.13,fe32a37f15ee4a4b59715530e5817d1322b9df80,sell,put,ocDAI
742229c203034ce6268d522680d32fc49a0919f2d4dceb9754887c87dad51789,03/13/20 4:31,310.09,9bbe56603d98cb53c787caec314257a8197479de,sell,put,ocDAI
25c9814b88014438d77a1d953ea95bc16c46be8f4bf306f200afddf79ecdb7d7,03/13/20 4:37,61.00,bd342f1a87c6e3ac89571139ac621694f07c2c96,buy,put,oCRV
513e11e51ebeab72e0704c625be9c74667ec5634bbffd35f454a9ceed2746034,03/13/20 6:33,30.00,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,oCRV
a5022ea310010dff4671d4f8a4032801dd211f4a9b9a69e035beaf7f8e623d14,03/13/20 8:20,50.00,5dc59b17f6b24440d125eca5a3bb46351b537804,sell,put,oCRV
c69fc3659a38eb9b1b9ba87b3353ef288d00d8f78b1d3cc018fcee71321bc4c8,03/13/20 8:22,20.00,5dc59b17f6b24440d125eca5a3bb46351b537804,sell,put,oCRV
3fe92f10f1a7e1152deddf4ef175ddc1c9b5bb321185b553f8f882650c5b312b,03/13/20 8:25,20.00,5dc59b17f6b24440d125eca5a3bb46351b537804,sell,put,oCRV
67e75ce971548cf0b6e1525373fe90699385f419327d401d523ed45a8be5bd2b,03/13/20 8:26,10.00,5dc59b17f6b24440d125eca5a3bb46351b537804,sell,put,oCRV
f9183d0c35729706ccaca0930a62938bda30d3c77cf8bd96ea652be1b17c1836,03/13/20 8:31,35.00,9bbe56603d98cb53c787caec314257a8197479de,buy,put,oCRV
6824e87933869a8c563f4741116438a67d945a9b635975a1646a26cf0adf0919,03/13/20 9:04,50.00,5dc59b17f6b24440d125eca5a3bb46351b537804,sell,put,oCRV
c9ff50a89851138b0a4287953f847de0f207a95e143576e714912525566257b4,03/13/20 9:45,13.84,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,oCRV
0a4750d6b07c0273e6e4db68b0351e5fb9091d448d8b8132512bf78e0f8fa972,03/13/20 10:01,12.99,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,oCRV
c85bd1a04f7cc70a2fe8a14ec87e653cf05990f0ca442d2c323d51e931ffa867,03/13/20 13:14,10.00,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,ocDAI
821209daf7c7b6446f8458c54ba536fdc7f2dfec10e8e5d1eb2f2076d59354d2,03/13/20 16:48,1.98,d5af8eec29b73fd3f95df25c67d4e5fd7251fd40,buy,put,ocUSDC
4c7a9b664f3f450235cf673d9dc88ccbcb347cd4fd4c8a68452a6a87ce251564,03/13/20 17:21,1.98,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocUSDC
8b50b9ecc54128da632292ca677b0208f7bab5727b57041539eb5058d6c715a1,03/13/20 17:31,0.11,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
c0283927c64eab2bba0bd61b5e1de9684a4cc5fc71c546d3a0cd4c9edbbf124a,03/13/20 17:36,0.12,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
07a196087b371ab1ee8c218a34f401d476ae70964905d7ca87abad57947cb2f0,03/13/20 17:41,5.70,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
618949fae708e0e5cfb8211f185df47691128b3126555eacbd2fd86585555c4e,03/13/20 18:39,0.03,076c95c6cd2eb823acc6347fdf5b3dd9b83511e4,buy,put,ocUSDC
ddbb52b5e8147cec0a86714c6ac727a5000665dd1a3696d887657c747e52d885,03/13/20 19:07,1590.00,076c95c6cd2eb823acc6347fdf5b3dd9b83511e4,sell,put,ocDAI
0e8f0f53f600f13117dc3519d4047cd6b7e25e1695fa8dc4d618a1f17965fc18,03/13/20 19:21,333.62,5dc59b17f6b24440d125eca5a3bb46351b537804,buy,put,ocDAI
7e2ba34f86a49c1d1daa2013dfd0efb7d053fd8cd788884d8c50a99ea96ea0b5,03/13/20 19:41,205.47,5dc59b17f6b24440d125eca5a3bb46351b537804,buy,put,ocDAI
61b98ce797d58199c1c2bf816e5c2d69fb7ef4af3e6af3b4a3e16bd5128b58f8,03/13/20 20:14,10.00,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,ocDAI
2274f78cc5819731e2595a1e616615d3e5f2a1a60e5e0621a4be9f62a2eb899b,03/13/20 20:35,4.96,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,ocDAI
4fb7783ad43f1e9829ad344ac2e7073deb0f8e2e29955b070323e536a4422763,03/13/20 21:24,18.25,240ddb16c5e4257505b0b6a7820314e483cd1715,buy,put,oCRV
29e9fa97a6e4e975408aa79788aa50cc57fd5c342b5ee8ca45354c2bbe3203cf,03/13/20 22:25,4.95,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,ocDAI
5f9489b51993c87e2f2d1823c123952d5cf7a524f5c8caf34001517bf65c06b0,03/13/20 23:51,2.91,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
d5241cd36eb3332afe4a41935c3ca6079a58b9a5f8c473e72906047a3b6e04de,03/14/20 3:13,53.78,11111254369792b2ca5d084ab5eea397ca8fa48b,sell,put,ocUSDC
b4de51d33450c6937c191ae207bf59a3c42cb9788f38d95aa4d4b85f2c948dc3,03/14/20 10:53,1.74,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
ac2dfb5ec59598442ae3d2d83e0b53ecdf0092dbc936372e4787efab622c516f,03/14/20 11:05,1.00,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
e15146de85213da7de39e9872d8082d24e65e69d1d01e460a56b44bebee408bc,03/14/20 11:17,2.41,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
d90b10eb29aeb4f90da5b39d121da60cd364ccab0e6b5ec9a00f9e0c039e02db,03/14/20 11:18,3.03,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
355adf52f2ce3464a5937fd314baf0a218a496e845997ddbdb444f68b7870c5d,03/14/20 11:56,150.47,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocUSDC
8209c8d0a22c2ef42b9572b024219293f3275cb963c9df123c1d4049fce8b9d3,03/14/20 12:01,187.20,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocUSDC
7cf8cbc408c5cef49fbdb2044346a87c57fd785c714e07efbee2125547cd9bab,03/14/20 12:11,145.60,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocUSDC
3ed8e67b061781cd615ccbf125d4c94a11f5b5a8b5e05038b6a162338fe360b5,03/14/20 12:57,270.30,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocDAI
3660cef22bcfdaaae68479e0c84b01df9c14dd2ad0fdc11353f21eed6b9a1e9b,03/14/20 12:58,291.20,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocUSDC
752d61f3ddbf1159614e20ba3fbb193bebc869b5cdf1e266a97573d79557ad1a,03/14/20 13:02,208.00,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocUSDC
57b260ccbd5746fa4b9f74e78e870ba1ba680a2aa8481c4047c3f23fe58acaa6,03/14/20 13:25,416.00,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocUSDC
a298aa0924c636ad4a9b570146012c54b1bd04f4f6a56ef8211fe661fe5f625e,03/14/20 13:25,159.00,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocDAI
34cc249bc9f4e80eda30c348bd64f07800eae7021a8a4a35917c5ea9ff79abfc,03/14/20 13:28,3.90,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,ocDAI
ecd42d2cec3c983797fb60a32579e3db859d389ed95a6148b624650573f87db3,03/14/20 15:06,20.80,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,ocUSDC
881244bfb9f362fd551a3d1e4363cf512374ab511ac959d35631e321ba389556,03/14/20 15:12,760.83,da28ca49a432f74517d23ecd2821270ba49418b8,sell,put,ocDAI
13d1071c24869686a1b543d2f48383a8ce1dd4f270e8d9a6f6c84d820e359f38,03/14/20 15:13,36.88,240ddb16c5e4257505b0b6a7820314e483cd1715,buy,put,oCRV
a4b83d15981aa9ec9714df953781307ff5443b6911c55f802ad7b1b5ba5ae084,03/14/20 15:18,21.22,f4158e282f2317597e31c028978c7fb7275d6fb4,buy,put,ocUSDC
e048c2a67877cd00b13be8e2862bfd41791dde679b387dcd4e300e65af9b0294,03/15/20 2:11,0.00,5778f2824a114f6115dc74d432685d3336216017,sell,put,oCRV
a80bde8029f13acf854051e000d046211ec4b57bfc0ddeb8ebcce5ef10802ec2,03/15/20 3:15,20.38,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,ocUSDC
a796a64403c3711b2a366345a1e0dfb010b31d13f7e84666973841dcb33c6e3b,03/15/20 3:17,20.80,c80b37b716cb70503853612954c639f5a898b289,buy,put,ocUSDC
673c7a84fd4df11614bab395749518e59e6836cf094f56a06c23b1f6e04e8ed2,03/15/20 3:33,0.74,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
d5389255a5519427a53ebe889c60349dbc423b7129d65b5badf73562285ba5a1,03/15/20 4:46,0.94,513d9f94272c36121adf4bece7ee8685e74305fa,buy,put,ocDAI
0d7d78a2263a09d3b8f75975f1482d5f302eb13eb30226570574c171ccbfef79,03/15/20 5:28,50.00,42dd6252b9be3dad03220e8f730c300564d741a8,sell,put,oCRV
3bb229719c04465aa1607879e7f7d13e979416e621190a823e65828cb3330849,03/15/20 5:42,200.00,9e68b67660c223b3e0634d851f5df821e0e17d84,sell,put,oCRV
a029c731dad72b8cedb72343601e79ba8d9364b162b4e5fcc1ad8f5e64b5ade1,03/15/20 5:51,113.80,9bbe56603d98cb53c787caec314257a8197479de,buy,put,oCRV
2ffa234bef74b5b0a88fcbe14488a9868184ca6813cb148f29392b661d323419,03/15/20 8:28,10.00,4161574d054c35c17023e3b87210ea6da129de9f,buy,put,oCRV
d66abe59331aed2234573d93256530d5c2b87939ff5799adbf90d7fd23d7de70,03/15/20 10:13,3.15,c1758eea027f8d92e6ddd13d17e19e592845188a,buy,put,oCRV
